Incident Number,Date,Hour,Location (Zipcode),Initial Service Type,Incident Type,Force Type,Citizen Arrested,Citizen Sent to Hospital,Citizen Injured,Citizen Death,Citizen Injury Types,Officer Sent to Hospital,Officer Injured,Allegations and Findings,Citizen Demographics,Officer Demographics
23121,05/28/2019,21,23505,Other,Use of force,"Hard Hand Control Tact., TARP",Yes,Yes,No,No,,No,No,,"(Black, Female, 42)","(White, Male, 27, 2); (White, Male, 29, 4); (White, Male, 28, 5); (White, Male, 28, 5)"
23128,05/29/2019,14,23513,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,Yes,Yes,,"(Black, Female, 22)","(Black, Male, 43, 11)"
23130,05/25/2019,21,23504,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Courtesy, Exonerated); (Policy Violation: Police Officer's Manual, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded)",,"(Black, Female, 28, 3); (Black, Male, 27, 1)"
23131,05/30/2019,16,23504,Violent Felony,Use of force,"Empty/Soft Hand Control, Canine",Yes,Yes,Yes,No,Canine Bite,No,No,,"(Black, Male, 35)","(White, Male, 27, 4); (White, Male, 38, 13)"
23137,05/30/2019,22,23510,Psychiatric,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 35)","(White, Female, 49, 23)"
23139,05/03/2019,17,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded)",,"(Black, Male, 49, 18)"
23141,05/31/2019,11,23502,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 50)","(White, Male, 27, 4); (White, Male, 34, 9)"
23142,05/31/2019,14,23508,Search Warrant,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(Unknown, Male, 27)","(White, Male, 51, 23); (White, Female, 35, 7); (Black, Male, 47, 5)"
23145,05/31/2019,21,23503,Other,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Female, 54)","(White, Male, 27, 4); (White, Female, 26, 2)"
23147,06/01/2019,3,23523,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 25)","(Asian, Male, 33, 9)"
23152,06/02/2019,8,23517,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., OC Spray",Yes,Yes,No,No,,No,No,,"(Black, Male, 45)","(White, Male, 28, 2); (Unknown, Unknown, 42, 4); (Unknown, Unknown, , 3)"
23160,05/29/2019,3,23503,Assault/Disorderly Subj,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 19)","(White, Male, 30, 3); (White, Male, 41, 12)"
23164,04/22/2019,,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Biased Based Policing, Unsubstantiated); (Civil Rights Violation, Substantiated)",,"(Black, Male, 42, 20); (Asian, Male, 49, 16)"
23171,06/04/2019,5,23507,Trespassing,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 61)","(Unknown, Male, 40, 8)"
23172,06/04/2019,9,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded); (Fail to Provide Police Services, Unfounded)",,"(O, Male, 38, 8)"
23181,06/01/2019,21,23502,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded)",,"(, , 25, 1)"
23186,05/31/2019,21,23505,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Exonerated); (Policy Violation: Police Officer's Manual, Unfounded); (Policy Violation: Police Officer's Manual, Unfounded); (Excessive Force, Unfounded); (Excessive Force, Unfounded)",,"(White, Male, 27, 4); (White, Female, 26, 2)"
23188,06/06/2019,10,23502,Psychiatric,Use of force,TARP,No,Yes,No,No,,No,No,,"(Black, Female, 25)","(White, Male, 24, 0); (Unknown, Unknown, 42, 4)"
23197,06/08/2019,7,23510,Domestic Disturbance,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Male, 27)","(White, Male, 26, 2); (White, Male, 30, 6)"
23212,06/09/2019,22,23505,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 31)","(White, Male, 29, 2); (White, Male, 29, 4); (White, Male, 28, 5)"
23224,06/07/2019,17,23551,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Substantiated); (Fail to Provide Police Services, Unsubstantiated)",,"(Black, Male, 51, 23)"
23225,06/08/2019,,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(White, Male, 49, 18)"
23231,06/12/2019,8,23510,Trespassing,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 23)","(White, Male, 23, 1); (White, Female, 57, 15)"
23237,06/08/2019,23,23508,Accident Investigation,Use of force,"Empty/Soft Hand Control, TARP",Yes,No,No,No,,No,No,,"(Black, Male, 35)","(White, Male, 34, 6); (Asian, Female, 23, 1); (Asian, Male, 43, 15)"
23246,06/08/2019,9,23513,Traffic Stop,Use of force,Hard Hand Control Tact.,Yes,Yes,No,No,,No,No,,"(Black, Male, 28)","(Black, Male, 29, 3); (Unknown, Male, 42, 3)"
23253,06/15/2019,11,23502,Person w/ Weapon,Use of force,"Empty/Soft Hand Control, TARP",No,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 18)","(White, Male, 37, 3); (White, Male, 28, 7)"
23260,06/16/2019,14,23513,Other,Use of force,ECW,No,No,No,No,,No,No,,,"(White, Male, 34, 6)"
23261,06/16/2019,13,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 15)","(White, Male, 28, 3)"
23262,06/16/2019,18,23504,Psychiatric,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,No,No,,No,No,,"(Black, Male, 23)","(White, Male, 53, 11); (White, Female, 42, 10)"
23270,06/17/2019,11,23504,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 51)","(White, Male, 30, 4); (White, Male, 31, 7); (White, Male, 33, 9)"
23277,06/14/2019,18,23502,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 25)","(White, Male, 56, 30); (White, Male, 33, 11)"
23297,06/19/2019,15,23510,Assault/Disorderly Subj,Use of force,"Hard Hand Control Tact., TARP",Yes,No,No,No,,No,No,,"(White, Male, 35)","(White, Male, 27, 2); (White, Male, 47, 22)"
23300,06/19/2019,22,23508,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Female, 74)","(White, Male, 53, 11); (White, Male, 34, 6); (White, Female, 42, 10)"
23302,06/15/2019,,23518,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Exonerated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: General Order - Administrative, Substantiated)",,"(White, Male, 60, 23)"
23303,06/20/2019,15,23508,Narcotics,Use of force,Hard Hand Control Tact.,Yes,No,No,No,Other Injury/Condition,No,No,,"(Black, Male, 21)","(White, Male, 30, 6); (White, Male, 50, 23)"
23304,06/19/2019,21,23505,Person w/ Weapon,Use of force,ECW,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 16)","(Black, Male, 32, 7); (Unknown, Male, 34, 6)"
23305,06/21/2019,0,23503,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 38)","(White, Male, 26, 3); (White, Male, 27, 3); (White, Male, 29, 6); (White, Female, 29, 5)"
23315,06/22/2019,16,23510,Other,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Female, 20)","(White, Male, 27, 4); (White, Male, 33, 13); (White, Female, 34, 1)"
23317,06/23/2019,1,23510,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 25); (Unknown, Male, 38)","(White, Male, 29, 1); (White, Male, 27, 4); (White, Male, 37, 10)"
23319,06/23/2019,12,23503,Person w/ Weapon,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(White, Male, 19)","(White, Male, 46, 7); (White, Male, 30, 8)"
23347,06/25/2019,10,23502,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 48)","(White, Male, 48, 14); (Black, Male, 38, 2); (Black, Male, 24, 2); (Black, Male, 28, 2)"
23353,06/20/2019,16,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Courtesy, Unsubstantiated); (Courtesy, Unfounded); (Courtesy, Unfounded); (Courtesy, Unfounded); (Courtesy, Unfounded)",,"(White, Male, 39, 3); (White, Male, 32, 6); (White, Male, 30, 8); (White, Male, 46, 22); (Black, Male, 30, 9); (, , 27, 4)"
23356,06/26/2019,8,23517,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 22)","(White, Male, 26, 2); (White, Male, 34, 6)"
23361,06/22/2019,18,23505,Assault/Disorderly Subj,Use of force,"Hard Hand Control Tact., TARP",Yes,Yes,No,No,,No,No,,"(White, Male, 39)","(Black, Male, 26, 3); (Unknown, Unknown, 24, 2)"
23365,06/26/2019,17,23504,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated); (Excessive Force, Unfounded); (Biased Based Policing, Unfounded)",,"(White, Male, 32, 6)"
23373,06/11/2019,,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Substantiated); (Courtesy, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Civil Rights Violation, Exonerated); (Civil Rights Violation, Exonerated); (Harassment, Unfounded); (Harassment, Unfounded)",,"(White, Male, 39, 3); (Asian, Male, 41, 14)"
23375,06/27/2019,16,23504,Narcotics,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 58)","(White, Male, 27, 4); (White, Male, 34, 9)"
23381,06/28/2019,10,23513,Domestic Disturbance,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Female, 28)","(White, Male, 53, 31)"
23384,06/28/2019,20,23502,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,Yes,,"(Black, Female, 36)","(White, Male, 37, 3); (White, Male, 28, 7); (White, Male, 45, 11); (White, Female, 38, 9)"
23393,05/29/2019,23,23513,Officer Initiated Event,Use of force,"Empty/Soft Hand Control, ECW",Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 44)","(White, Male, 29, 6)"
23407,06/30/2019,21,23504,Traffic Stop,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,Other Injury/Condition,No,Yes,,"(Black, Male, 25)","(White, Male, 29, 1); (White, Male, 26, 3)"
23408,07/01/2019,6,23504,Assault/Disorderly Subj,Use of force,"Empty/Soft Hand Control, ECW",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 21)","(White, Male, 28, 3); (White, Male, 44, 11); (Black, Male, 33, 3)"
23411,06/30/2019,21,23504,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Substantiated); (Policy Violation: Police Officer's Manual, Substantiated); (Biased Based Policing, Unsubstantiated); (Biased Based Policing, Unsubstantiated)",,"(White, Male, 29, 1); (White, Male, 26, 3)"
23412,06/30/2019,14,,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Unsubstantiated); (Fail to Provide Police Services, Unsubstantiated); (Failure to Activate BWC, Exonerated)",,"(Black, Male, 39, 13); (Black, Male, 32, 1)"
23414,07/01/2019,18,23504,Narcotics,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 53)","(White, Male, 29, 5); (White, Male, 37, 16)"
23416,07/01/2019,20,23510,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 32)","(Asian, Male, 35, 8)"
23417,07/02/2019,0,23505,Other,Use of force,Hard Hand Control Tact.,Yes,Yes,No,No,Other Injury/Condition,No,No,,"(Black, Male, 26)","(White, Male, 29, 2); (White, Male, 29, 4)"
23440,07/03/2019,21,23510,Suspicious Situation,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,No,,"(Black, Male, 28)","(White, Male, 29, 1); (White, Male, 24, 3); (White, Male, 29, 4)"
23444,07/04/2019,14,23518,Psychiatric,Use of force,Hard Hand Control Tact.,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 31)","(White, Male, 60, 15); (White, Male, 53, 29); (White, Female, 26, 2); (Black, Female, 36, 7)"
23446,07/04/2019,23,23504,Suspicious Situation,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 44)","(White, Male, 53, 13); (White, Male, 37, 11); (Unknown, Female, 31, 3)"
23450,07/06/2019,14,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 19)","(White, Male, 26, 1); (White, Male, 26, 3); (White, Male, 26, 2); (Asian, Female, 23, 1)"
23454,07/06/2019,21,23523,Psychiatric,Use of force,TARP,No,Yes,No,No,,No,No,,"(Black, Female, 55)","(Black, Male, 28, 1); (Black, Male, 25, 1)"
23464,07/08/2019,18,23510,Other,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 29)","(White, Male, 23, 2); (Unknown, Male, 38, 5)"
23468,07/08/2019,22,23505,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 46)","(White, Male, 25, 2); (White, Male, 29, 6)"
23476,07/06/2019,23,23502,Assault/Disorderly Subj,Use of force,OC Spray,Yes,No,No,No,Other Injury/Condition,No,No,,"(Black, Male, 23)","(White, Male, 42, 20); (Black, Male, 40, 14); (Unknown, Unknown, , )"
23483,07/09/2019,20,23504,Pursuit,Use of force,Empty/Soft Hand Control,No,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 11)","(White, Male, 29, 2); (White, Male, 51, 11)"
23484,07/09/2019,20,23504,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,Yes,,"(Black, Male, 30)","(White, Male, 23, 1); (White, Male, 51, 11); (White, Female, 28, 4)"
23486,07/10/2019,20,23503,Suspicious Situation,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 16)","(White, Male, 23, 1); (Unknown, Female, 31, 3)"
23487,07/10/2019,0,23505,Psychiatric,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Hispanic, Male, 18)","(White, Male, 38, 3); (White, Male, 28, 7)"
23488,07/10/2019,3,23502,Violent Felony,Use of force,"Empty/Soft Hand Control, ECW",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 54)","(White, Male, 34, 9); (White, Male, 44, 11); (White, Male, 38, 10); (White, Male, 28, 4)"
23492,07/09/2019,9,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated); (Fail to Provide Police Services, Unfounded)",,"(White, Female, 34, 10)"
23497,07/01/2019,11,,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Exonerated)",,"(White, Male, 43, 10)"
23506,04/04/2019,,,,Citizen Complaint,,No,No,No,No,,No,No,"(Biased Based Policing, Exonerated)",,"(, , , 5)"
23516,03/24/2019,21,23503,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unfounded); (Fail to Provide Police Services, Unsubstantiated); (Fail to Provide Police Services, Unfounded); (Fail to Provide Police Services, Unfounded); (Fail to Provide Police Services, Unfounded); (Fail to Provide Police Services, Unsubstantiated)",,"(White, Male, 28, 2); (White, Male, 30, 3); (White, Male, 29, 7); (White, Male, 29, 5); (White, Male, 30, 6); (White, Male, 54, 11)"
23517,07/10/2019,23,23508,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 24)","(Black, Male, 44, 11)"
23519,07/12/2019,0,23509,Service Call,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 50)","(Black, Male, 51, 23); (Asian, Male, 42, 9)"
23529,07/12/2019,22,23517,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Black, Male, 47)","(White, Male, 29, 1); (White, Male, 29, 4); (White, Male, 34, 7)"
23530,07/13/2019,3,23509,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 24)","(White, Male, 28, 2); (Black, Male, 48, 19)"
23541,07/15/2019,8,23502,Service Call,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(White, Male, 44)","(White, Male, 23, 2); (White, Male, 26, 3)"
23542,07/15/2019,10,23505,Other,Use of force,Empty/Soft Hand Control,Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 22)","(White, Male, 47, 20); (White, Female, 29, 7); (Black, Male, 51, 23); (Asian, Male, 42, 9)"
23548,07/10/2019,11,23510,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Unsubstantiated); (Policy Violation: Police Officer's Manual, Unsubstantiated)",,"(White, Male, 57, 35); (Black, Female, 43, 16)"
23553,07/12/2019,8,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Substantiated); (Biased Based Policing, Unfounded)",,"(White, Male, 33, 7)"
23564,07/13/2019,3,23509,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: Police Officer's Manual, Exonerated); (Excessive Force, Exonerated); (Excessive Force, Exonerated); (Excessive Force, Exonerated); (Excessive Force, Exonerated); (Biased Based Policing, Unfounded); (Civil Rights Violation, Exonerated); (Civil Rights Violation, Exonerated); (Biased Based Policing, Unfounded); (Mishandling Citizen Property, Substantiated); (Mishandling Citizen Property, Substantiated); (Policy Violation: General Order - Operational, Substantiated); (Policy Violation: General Order - Operational, Substantiated)",,"(White, Male, 28, 2); (White, Male, 27, 6); (Black, Male, 48, 19); (, , 42, 4)"
23565,07/16/2019,17,,,Citizen Complaint,,No,No,No,No,,No,No,"(Fail to Provide Police Services, Unsubstantiated); (Fail to Provide Police Services, Unsubstantiated)",,"(White, Male, 40, 5); (White, Male, 54, 22)"
23568,07/17/2019,17,23504,Domestic Disturbance,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact., ECW",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 41)","(White, Male, 28, 2); (White, Male, 23, 1); (White, Male, 28, 3); (White, Male, 29, 6); (Black, Male, 29, 1); (Asian, Male, 39, 15)"
23574,07/18/2019,0,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Female, 23)","(White, Female, 22, 1); (Asian, Female, 23, 1)"
23584,07/11/2019,,23513,,Citizen Complaint,,No,No,No,No,,No,No,"(Policy Violation: General Order - Administrative, Unfounded)",,"(White, Male, 25, 3)"
23586,07/16/2019,2,23505,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unfounded); (Biased Based Policing, Unfounded)",,"(White, Male, 25, 1); (White, Female, 57, 15)"
23589,07/19/2019,14,23513,Trespassing,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,Yes,,"(Black, Male, 26)","(White, Female, 26, 3); (Unknown, Male, 42, 3); (Asian, Male, 28, 5)"
23590,07/19/2019,13,23504,Assault/Disorderly Subj,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Female, 19); (Black, Female, 17)","(White, Male, 48, 24)"
23596,07/20/2019,6,23502,Domestic Disturbance,Use of force,"Empty/Soft Hand Control, TARP",Yes,Yes,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 35)","(White, Male, 22, 1); (White, Male, 35, 7); (White, Male, 44, 14)"
23601,07/22/2019,0,23510,Psychiatric,Use of force,Empty/Soft Hand Control,No,No,No,No,,No,No,,"(Black, Male, 24)","(White, Male, 36, 4); (White, Male, 37, 12); (Black, Female, 26, 2); (Black, Male, 25, 3)"
23605,07/22/2019,9,23504,Suspicious Situation,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 40)","(White, Male, 29, 1); (White, Male, 27, 4)"
23608,07/19/2019,14,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Substantiated); (Excessive Force, Unfounded); (Failure to Activate BWC, Substantiated); (Policy Violation: General Order - Administrative, Substantiated)",,"(Black, Male, 39, 1); (Unknown, Unknown, , ); (, , 26, 1)"
23610,07/22/2019,16,23320,Follow-up Investigation,Use of force,Empty/Soft Hand Control,Yes,Yes,No,No,,No,No,,"(Hispanic, Male, 30)","(White, Male, 33, 6)"
23611,07/20/2019,18,23510,Officer Initiated Event,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 32)","(White, Male, 36, 7); (White, Male, 33, 10)"
23621,07/22/2019,16,,,Citizen Complaint,,No,No,No,No,,No,No,"(Courtesy, Unsubstantiated)",,"(Black, Male, 45, 13)"
23629,07/24/2019,9,23502,Other,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,No,No,,No,Yes,,"(Black, Male, 16)","(White, Male, 29, 3); (White, Male, 29, 4); (White, Male, 47, 2); (White, Female, 38, 14)"
23633,07/24/2019,17,23513,Service Call,Use of force,Empty/Soft Hand Control,Yes,No,No,No,,No,No,,"(Black, Male, 21)","(White, Male, 28, 2); (Asian, Male, 28, 5)"
23645,07/19/2019,14,,,Citizen Complaint,,No,No,No,No,,No,No,,,"(Black, Male, 39, 1); (, , 25, 1)"
23651,07/26/2019,19,23518,Assault/Disorderly Subj,Use of force,Hard Hand Control Tact.,Yes,No,No,No,,No,No,,"(Black, Female, 31)","(White, Male, 32, 7); (White, Male, 27, 5); (White, Male, 24, 0)"
23652,07/26/2019,18,23523,Pursuit,Use of force,"Empty/Soft Hand Control, Hard Hand Control Tact.",Yes,No,Yes,No,Other Injury/Condition,No,No,,"(Black, Male, 29)","(White, Male, 26, 3); (Black, Male, 30, 9)"
