Blunt Object,Category of Force Event - Measured at Event Level,Disposition/Custody,DOW,Firearm,Firearm - Implied,Firearm - Replica,Force Applied - 1,Force Applied - 2,Force Applied - 3,Force Applied - 4,Force Applied - 5,Force Applied - 6,Force Applied - 7,Force Applied - 8,Hour (6Hr),Initial Call Category,Initial Call type,Knife / Edged Weapon / Stabbing Instrument,"Mental Health Crisis - Prior to Force, Perceived Lack of Compliance",Month,Needle / Spit / Bodily Fluids,No weapon (unarmed),Officer,Officer Precinct,Officer Tenure,Other Weapon,Record ID,Subject,Subject - Race,Subject - Sex,Subject - Transient,Subject Age,Subject Instance,Subject Resistance - 1,Subject Resistance - 2,Subject Resistance - 3,Subject Resistance - 4,Subject Resistance - 5,Subject Resistance - 6,Subject Resistance - 7,Subject Resistance - 8,Type of Call,"Under the Influence of Alcohol - Prior to Force, Perceived Condition","Under the Influence of Drugs - Prior to Force, Perceived Condition",Weapon Present or reported but not used or threatened use,Year,Record Count,Record Count
,,Arrest-Misdemeanor,Saturday,,,,Takedown,,,,,,,,1800-2359,Unwanted Person,UNWANTED PERSON,Knife / Edged Weapon / Stabbing Instrument,No,July,,,591801,Central Precinct,3,,511517772,535640,White,Male,Yes,35,512053412,Active,,,,,,,,Self-Initiated,Yes,Yes,,2017,1,1
,,Arrest-Other Agency,Saturday,,,,PFA,,,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,,August,,No weapon (unarmed),606800,Central Precinct,13,,901518296,419931,White,Male,Yes,36,901938227,Active,,,,,,,,Self-Initiated,,,,2017,1,1
,,Arrest-Other Agency,Saturday,,,,PFA,,,,,,,,1800-2359,Assist,ASSIST - CITIZEN OR AGENCY,,,August,,No weapon (unarmed),606800,Central Precinct,13,,901518296,156630,White,Male,Yes,47,901674926,Active,,,,,,,,Self-Initiated,,,,2017,1,1
,,Detained and Released,Saturday,,,,PFA,,,,,,,,0000-0559,Shots Fired,SHOTS FIRED,,,July,,,353581,North Precinct,6,,841517936,1371880,Hispanic,Male,No,22,842889816,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2017,1,1
,II,,Sunday,,,,FD - animal agg.,FD - animal agg.,FD - animal agg.,FD - animal agg.,,,,,1200-1759,Assist,FIRE RELATED,,,October,,No weapon (unarmed),1090651,East Precinct,7,,788529285,127063,,,,,788656348,Aggressive,Aggressive,Aggressive,Aggressive,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Felony,Sunday,,,,CEW,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,232271,East Precinct,2,,307539720,614084,White,Male,Yes,43,308153804,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Sunday,,,,CEW,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),571001,Central Precinct,2,,1002519837,523964,Black,Male,Yes,27,1003043801,Aggressive,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,CEW,CEW,Baton - pry,Resisted HC,Hobble,Control Against Resistance,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),809721,Central Precinct,5,,1002519837,523964,Black,Male,Yes,27,1003043801,Aggressive,Aggressive,Active,Active,Active,Active,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Chemical Incapacitant - handheld,Control Against Resistance,CEW,CEW,CEW,Control Against Resistance,Control Against Resistance,Hobble,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,902731,East Precinct,5,,562568263,3890958,Hispanic,Male,Yes,38,566459221,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Dispatched,Yes,Yes,,2022,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),327581,Central Precinct,2,,1002519837,523964,Black,Male,Yes,27,1003043801,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),884731,Central Precinct,5,,1002519837,523964,Black,Male,Yes,27,1003043801,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),650810,Central Precinct,14,,1002519837,523964,Black,Male,Yes,27,1003043801,Active,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,991840,East Precinct,18,,562568263,3890958,Hispanic,Male,Yes,38,566459221,Active,Null,Null,Null,,,,,Dispatched,Yes,Yes,,2022,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Vandalism,VANDALISM - PRIORITY,,,June,,,1015542,East Precinct,2,Biting,526567183,483925,White,Male,Yes,33,527051108,Aggressive,,,,,,,,Dispatched,Yes,,,2022,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,276171,East Precinct,5,,562568263,3890958,Hispanic,Male,Yes,38,566459221,Active,Active,Active,Null,,,,,Dispatched,Yes,Yes,,2022,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Hobble,Control Against Resistance,Control Against Resistance,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,836731,East Precinct,6,,562568263,3890958,Hispanic,Male,Yes,38,566459221,Active,Active,Active,Active,,,,,Dispatched,Yes,Yes,,2022,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,January,Needle / Spit / Bodily Fluids,,713512,Central Precinct,0,Pepper spray,12555768,607350,White,Female,No,23,13163118,Active,Active,Aggressive,,,,,,Dispatched,,,,2021,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Resisted HC,Control Against Resistance,,,,,,1200-1759,Suspicious,SUSPICIOUS - PRIORITY,Knife / Edged Weapon / Stabbing Instrument,,September,,,698511,East Precinct,13,,562568263,3890958,Hispanic,Male,Yes,38,566459221,Aggressive,Aggressive,Aggressive,Null,,,,,Dispatched,Yes,Yes,,2022,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Strikes/kicks,,,,,,,1800-2359,Vandalism,VANDALISM - PRIORITY,,,June,,,323371,East Precinct,2,Biting,526567183,483925,White,Male,Yes,33,527051108,Aggressive,Aggressive,,,,,,,Dispatched,Yes,,,2022,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Strikes/kicks,CEW,CEW,CEW,,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,March,Needle / Spit / Bodily Fluids,,427191,East Precinct,3,,841556506,442661,Hispanic,Male,No,26,841999167,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,,,,Dispatched,Yes,,,2021,1,1
,II,Arrest-Felony,Sunday,,,,Control Against Resistance,Takedown (II and III),Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,1800-2359,Welfare Check,WELFARE CHECK - PRIORITY,,,March,Needle / Spit / Bodily Fluids,,239271,East Precinct,3,,841556506,442661,Hispanic,Male,No,26,841999167,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Dispatched,Yes,,,2021,1,1
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0000-0559,Stolen Vehicle,ROLLING STOLEN *H,,,April,,No weapon (unarmed),757219,TOD,19,,913537047,470595,White,Male,Yes,26,914007642,Active,,,,,,,,Dispatched,,,,2019,1,1
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,784419,K9,17,,307539720,614084,White,Male,Yes,43,308153804,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Sunday,,,,K9,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,February,,No weapon (unarmed),784419,K9,16,,390525901,3732543,White,Female,Yes,27,394258444,Active,,,,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Felony,Sunday,,,,K9,,,K9,,,,,1200-1759,Burglary,BURGLARY - COLD,,,June,,No weapon (unarmed),1065150,SRD,18,,107587298,4395666,Black,Female,Yes,22,111982964,Active,Active,,,,,,,Dispatched,,,,2024,1,1
,II,Arrest-Felony,Sunday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1200-1759,Restraining Order Violation,RESTRAINING ORDER VIOLATION - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,Yes,June,,,751121,East Precinct,4,,617557214,521582,Black,Male,Yes,25,618078796,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2021,1,1
,II,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,269171,East Precinct,2,,307539720,614084,White,Male,Yes,43,308153804,Aggressive,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Sunday,,,,PFA,,,,,,,,0600-1159,Stolen Vehicle,VEHICLE STOLEN - COLD,,,February,,No weapon (unarmed),571001,Central Precinct,2,,390525901,3732543,White,Female,Yes,27,394258444,Active,,,,,,,,Dispatched,,,,2018,1,1
,II,Arrest-Felony,Sunday,,,,PFA,Control Against Resistance,,,,,,,0000-0559,Stolen Vehicle,VEHICLE RECOVERED,,,November,,,717111,East Precinct,3,,307539720,614084,White,Male,Yes,43,308153804,Aggressive,Active,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2019,1,1
,II,Arrest-Felony,Sunday,,,,PIT - VIS,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,June,,,1064652,EAST,3,,406587101,4392182,White,Male,No,19,410979283,Active,,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2024,1,1
,II,Arrest-Felony,Sunday,,,,PIT - VIS,,,Ram - VIS,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,June,,,224472,EAST,4,,406587101,4392182,White,Male,No,19,410979283,Active,Active,,,,,,,Self-Initiated,,,Weapon Present or reported but not used or threatened use,2024,1,1
,II,Arrest-Felony,Sunday,,,,Ram - VIS,,,,,,,,0600-1159,Traffic Stop,TRAFFIC STOP,,,February,,No weapon (unarmed),439691,EAST,12,,448586082,759876,Hispanic,Female,No,25,449345958,Active,,,,,,,,Self-Initiated,,,,2024,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Burglary,BURGLARY - COLD,,,June,,No weapon (unarmed),217161,EAST,7,,107587298,4395666,Black,Female,Yes,22,111982964,Active,,,,,,,,Dispatched,,,,2024,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,,,,,,,,1200-1759,Burglary,BURGLARY - COLD,,,June,,No weapon (unarmed),991840,EAST,20,,107587298,4395666,Black,Female,Yes,22,111982964,Active,,,,,,,,Dispatched,,,,2024,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,CEW,CEW,CEW,CEW,CEW,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),809721,Central Precinct,5,,618519984,268548,White,Male,Yes,33,618788532,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,,Self-Initiated,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Robbery,ROBBERY - COLD,,,December,,No weapon (unarmed),910631,North Precinct,6,,924519757,3816028,Black,Male,No,13,928335785,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,,,,,,,1200-1759,Robbery,ROBBERY - COLD,,,December,,No weapon (unarmed),552100,North Precinct,11,,924519757,3816028,Black,Male,No,13,928335785,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,Control Against Resistance,Control Against Resistance,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,,714712,CENTRAL,2,Biting,713587165,4184560,White,Female,No,29,717771725,Active,Active,Active,Active,,,,,Dispatched,Yes,Yes,,2024,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,Hobble,Takedown (IV),,,,,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,January,Needle / Spit / Bodily Fluids,,967940,North Precinct,12,Pepper spray,12555768,607350,White,Female,No,23,13163118,Aggressive,Active,Aggressive,Active,Null,Null,Null,Null,Dispatched,,,,2021,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Control Against Resistance,Strikes/kicks,Control Against Resistance,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,June,,,491391,CENTRAL,5,Biting,713587165,4184560,White,Female,No,29,717771725,Active,Active,Active,Active,,,,,Dispatched,Yes,Yes,,2024,1,1
,II,Arrest-Felony,Sunday,,,,Resisted HC,Strikes/kicks,,,,,,,0600-1159,Unwanted Person,UNWANTED PERSON,,,December,,No weapon (unarmed),571001,Central Precinct,2,,618519984,268548,White,Male,Yes,33,618788532,Active,Aggressive,,,,,,,Self-Initiated,,Yes,,2017,1,1
,II,Arrest-Felony,Sunday,,,,Strikes/kicks,Strikes/kicks,Strikes/kicks,Resisted HC,,,,,0000-0559,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),1102751,East Precinct,6,,94536368,559267,Hispanic,Male,No,26,95095635,Aggressive,Aggressive,Aggressive,Active,,,,,Self-Initiated,,,,2019,1,1
,II,Arrest-Felony,Sunday,,,,Takedown (II and III),Control Against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Control Against Resistance,,0000-0559,Traffic Stop,TRAFFIC STOP,,,March,,No weapon (unarmed),269171,East Precinct,2,,94536368,559267,Hispanic,Male,No,26,95095635,Active,Active,Aggressive,Aggressive,Aggressive,Aggressive,Active,,Self-Initiated,,,,2019,1,1
,II,Arrest-Felony,Sunday,,,,Takedown (II and III),Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,1200-1759,Disturbance,DISTURBANCE - PRIORITY,,,January,Needle / Spit / Bodily Fluids,,967940,North Precinct,12,Pepper spray,12555768,607350,White,Female,No,23,13163118,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Dispatched,,,,2021,1,1
,II,Arrest-Felony,Sunday,Firearm,,,CEW,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,776021,East Precinct,3,,854529696,362960,White,Male,No,42,854892656,Aggressive,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,Control Against Resistance,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,756219,East Precinct,19,,854529696,362960,White,Male,No,42,854892656,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,K9,,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,November,,,903731,K9,8,,354549031,244202,Black,Male,No,38,354793233,Active,,,,,,,,Self-Initiated,,,,2020,1,1
,II,Arrest-Felony,Sunday,Firearm,,,K9,,,,,,,,1800-2359,Traffic Stop,TRAFFIC STOP,,,April,,,772720,K9,15,,550526743,247689,Black,Male,No,31,550774432,Active,,,,,,,,Self-Initiated,,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,,November,,,1090651,East Precinct,7,,854529696,362960,White,Male,No,42,854892656,Aggressive,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,1053550,Central Precinct,17,,854529696,362960,White,Male,No,42,854892656,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,PFA,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,973138,East Precinct,26,,854529696,362960,White,Male,No,42,854892656,Aggressive,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,PFA,Resisted HC,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,716808,East Precinct,27,,854529696,362960,White,Male,No,42,854892656,Aggressive,Active,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Felony,Sunday,Firearm,,,Resisted HC,,,,,,,,1200-1759,Behavioral Health,ECIT,,Yes,November,,,651810,East Precinct,15,,854529696,362960,White,Male,No,42,854892656,Active,,,,,,,,Dispatched,Yes,,,2018,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,September,,No weapon (unarmed),1031451,EAST,4,,189578059,449996,White,Female,No,35,190028055,Active,Null,,,,,,,Dispatched,Yes,,,2023,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,September,,No weapon (unarmed),1035151,TRAFFIC,6,,189578059,449996,White,Female,No,35,190028055,Active,Null,,,,,,,Dispatched,Yes,,,2023,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),341081,East Precinct,1,,67519648,1633357,Hispanic,Female,No,18,69153005,Active,,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),774418,East Precinct,22,,821519496,255146,Hispanic,Female,No,36,821774642,Aggressive,,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Control Against Resistance,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,September,,No weapon (unarmed),450792,EAST,0,,189578059,449996,White,Female,No,35,190028055,Active,Active,,,,,,,Dispatched,Yes,,,2023,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,,,Control Against Resistance,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,September,,No weapon (unarmed),571201,EAST,6,,189578059,449996,White,Female,No,35,190028055,Active,Active,,,,,,,Dispatched,Yes,,,2023,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,CEW,,,,,,,0000-0559,Disturbance,DISTURBANCE - PRIORITY,,,March,,No weapon (unarmed),949741,North Precinct,6,,107536618,529706,White,Male,Yes,23,108066324,Aggressive,Aggressive,,,,,,,Self-Initiated,,Yes,,2019,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),341081,East Precinct,1,,67519648,612835,Hispanic,Male,No,18,68132483,Active,Active,Active,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Control Against Resistance,Takedown,Resisted HC,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,713409,East Precinct,16,,67519648,612835,Hispanic,Male,No,18,68132483,Active,Active,Active,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,K9,,,,,,,,0000-0559,Restraining Order Violation,RESTRAINING ORDER VIOLATION - PRIORITY,,,October,,No weapon (unarmed),903731,TOD,8,,700548764,554467,Black,Male,Yes,26,701103231,Active,,,,,,,,Dispatched,,,,2020,1,1
,II,Arrest-Misdemeanor,Sunday,,,,K9,,,,,,,,0000-0559,Suspicious,SUSPICIOUS - WITH WEAPON *H,,,February,,,916531,TOD,10,,626546134,603489,Black,Male,No,22,627149623,Active,,,,,,,,Dispatched,,,Weapon Present or reported but not used or threatened use,2020,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Kinetic Impact Projectile (KIP),,,,,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,December,,,468691,Central Precinct,6,,383519981,3801401,White,Male,Yes,28,387321382,Aggressive,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Kinetic Impact Projectile (KIP),,,,,,,,1800-2359,Robbery,ROBBERY - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,May,,,196561,Central Precinct,7,,67547128,465560,White,Female,Yes,34,68012688,Aggressive,,,,,,,,Dispatched,,,,2020,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),Kinetic Impact Projectile (KIP),,,,,,1200-1759,Threat,THREAT - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,March,,,1044050,Central Precinct,11,,230526410,521766,White,Male,Yes,23,231048176,Active,Active,Active,,,,,,Dispatched,,Yes,,2018,1,1
,II,Arrest-Misdemeanor,Sunday,,,,PFA,,,,,,,,0000-0559,Disturbance,DISTURBANCE - WITH WEAPON *H,Knife / Edged Weapon / Stabbing Instrument,,December,,,750920,Central Precinct,0,,383519981,3801401,White,Male,Yes,28,387321382,Aggressive,,,,,,,,Dispatched,,Yes,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Resisted HC,,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),1090651,East Precinct,6,,67519648,1633357,Hispanic,Female,No,18,69153005,Active,,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,December,,No weapon (unarmed),950240,East Precinct,10,,67519648,1633357,Hispanic,Female,No,18,69153005,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,,,,,,,0600-1159,Disturbance,DISTURBANCE - PRIORITY,,,December,Needle / Spit / Bodily Fluids,,990539,East Precinct,16,,67519648,612835,Hispanic,Male,No,18,68132483,Active,Active,,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),836731,East Precinct,1,,821519496,2027695,Hispanic,Male,No,14,823547191,Active,Active,Active,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown,Resisted HC,Control Against Resistance,,,,,,1800-2359,Disturbance,DISTURBANCE - PRIORITY,,,November,,No weapon (unarmed),551100,East Precinct,11,,821519496,2027695,Hispanic,Male,No,14,823547191,Active,Active,Active,,,,,,Dispatched,,,,2017,1,1
,II,Arrest-Misdemeanor,Sunday,,,,Takedown (II and III),Control Against Resistance,,,,,,,0000-0559,Subject Stop,PERSON CONTACT (86),,,May,,No weapon (unarmed),1102751,Central Precinct,5,,324527351,3852293,Hispanic,Male,No,25,328379644,Aggressive,Active,,,,,,,Self-Initiated,Yes,,,2018,1,1
,II,Arrest-Other Agency,Sunday,,,,K9,K9,,,,,,,0000-0559,Assist,ASSIST - CITIZEN OR AGENCY,,,September,,No weapon (unarmed),916531,TOD,9,,440528932,1262822,White,Male,Unknown,51,441791754,Active,Active,,,,,,,Self-Initiated,,,,2018,1,1
,II,Arrest-Warrant,Sunday,,,,CEW,,,Control Against Resistance,,,,,1800-2359,Area/Premise Check,AREA CHECK,,,October,,,571001,EAST,8,Pepper Spray,900578386,4014595,White,Male,Yes,24,904592981,Active,Active,,,,,,,Self-Initiated,,,,2023,1,1
,II,Arrest-Warrant,Sunday,,,,CEW,CEW,,,,,,,1800-2359,Area/Premise Check,PREMISE CHECK,,,April,,No weapon (unarmed),836731,East Precinct,4,,791546955,352193,Hispanic,Male,Yes,30,791899148,Aggressive,Active,,,,,,,Dispatched,,Yes,,2020,1,1
,II,Arrest-Warrant,Sunday,,,,Chemical Incapacitant - handheld,,,,,,,,1200-1759,Escape/Pursuit,ELUDE - NOT IN PURSUIT,,,March,,No weapon (unarmed),434191,EAST,5,,910576396,391601,White,Male,No,44,910967997,Active,Null,,,,,,,Self-Initiated,,,,2023,1,1
,II,Arrest-Warrant,Sunday,,,,Control Against Resistance,,,,,,,,0600-1159,Area/Premise Check,PREMISE CHECK,,,May,,,672111,North Precinct,5,,63566828,230286,White,Male,Yes,42,63797114,Aggressive,,,,,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
,II,Arrest-Warrant,Sunday,,,,Control Against Resistance,,,Resisted HC,,Null,,,0600-1159,Other,FOLLOW-UP,,,March,,No weapon (unarmed),217161,EAST,7,,594586333,172414,White,Male,No,47,594758747,Active,Active,Null,Null,Null,Null,,,Self-Initiated,,,,2024,1,1
,II,Arrest-Warrant,Sunday,,,,Control Against Resistance,CEW,Control Against Resistance,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,Strikes/kicks,0600-1159,Welfare Check,WELFARE CHECK - COLD,,,July,,No weapon (unarmed),276171,East Precinct,5,,92567658,1493037,White,Male,No,28,94060695,Active,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Aggressive,Self-Initiated,,Yes,,2022,1,1
,II,Arrest-Warrant,Sunday,,,,Control Against Resistance,CEW,Control Against Resistance,Takedown (II and III),Control Against Resistance,,,,0600-1159,Area/Premise Check,PREMISE CHECK,,,May,,,973641,North Precinct,17,,63566828,230286,White,Male,Yes,42,63797114,Aggressive,Aggressive,Aggressive,Active,Active,,,,Dispatched,,Yes,Weapon Present or reported but not used or threatened use,2022,1,1
