Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,CENSUS_TRACT,COUNTY,Location 1
459450102: 20173410454,12/07/2017 12:00:00 AM,1900 ONION CREEK PKWY,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3097336,10023051,5,24.07,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
459558741: 20171731637,06/22/2017 12:00:00 AM,3600 PRESIDENTIAL BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3138850,10047302,2,9800,TRAVIS COUNTY,"78719(30.143087, -97.673385)"
459274290: 20172221691,08/10/2017 12:00:00 AM,5621 N IH 35 SVRD NB,F,H,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3125467,10088596,4,21.05,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
246809098: 20173650431,12/31/2017 12:00:00 AM,4501 WHISPERING VALLEY DR,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116876,10124473,6,17.45,TRAVIS COUNTY,"78727(30.426879, -97.713462)"
459460820: 20171570534,06/06/2017 12:00:00 AM,1430 CORONADO HILLS DR,F,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3130646,10093121,1,18.11,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
181273205: 20173541467,12/20/2017 12:00:00 AM,1900 E STASSNEY LN,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3109734,10044475,2,24.19,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459503149: 2017360971,02/05/2017 12:00:00 AM,1920 E RIVERSIDE DR,M,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3119173,10061567,3,23.04,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
458848589: 20172071392,07/26/2017 12:00:00 AM,12151 N IH 35 SVRD NB,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3135985,10117220,1,18.35,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
218694556: 2017151429,01/15/2017 12:00:00 AM,7104 BERKMAN DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3130487,10091489,1,18.11,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
161092531: 2017771344,03/18/2017 12:00:00 AM,5000 PECAN BROOK DR,F,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3140521,10089066,1,22.01,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
14877156: 20171151738,04/25/2017 12:00:00 AM,6600 S PLEASANT VALLEY RD,M,H,PREPARATORY RESISTANCE,MINOR INJURY,3113628,10038199,2,24.27,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
459561857: 20171820112,07/01/2017 12:00:00 AM,400 E 6TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
314180217: 2017471811,02/16/2017 12:00:00 AM,7100 BLOCK CAMERON RD,F,B,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3129586,10092018,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
197329311: 20171820155,07/01/2017 12:00:00 AM,401 E 6TH ST,M,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115439,10070324,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459622611: 20173620029,12/28/2017 12:00:00 AM,E 6TH ST / TRINITY ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
265618419: 20173650208,12/31/2017 12:00:00 AM,6711 BURNET LN,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115608,10098000,7,15.05,TRAVIS COUNTY,"78757(30.349869, -97.732706)"
297013844: 2017210114,01/21/2017 12:00:00 AM,2300 S IH 35 SVRD SB,M,H,empty hand defensive resistance,COMPLAINT OF INJURY/PAIN,3114756,10058210,9,23.08,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
133104010: 20173541244,12/20/2017 12:00:00 AM,2800 RIO GRANDE ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113572,10080069,9,6.03,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
459010949: 20172610129,09/18/2017 12:00:00 AM,6805 DEBORAH DR,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124011,10094115,4,15.03,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
191830864: 20171181567,04/28/2017 12:00:00 AM,11401 BARBROOK CV,M,W,mixed,NO COMPLAINT OF INJURY/PAIN,3085360,10131679,6,17.14,TRAVIS COUNTY,"78726(30.431233, -97.838431)"
459533727: 20171801868,06/29/2017 12:00:00 AM,400 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
182518854: 20171400108,05/20/2017 12:00:00 AM,E MARTIN LUTHER KING JR BLVD / PERSHING DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3127435,10076515,1,21.09,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459522807: 20171581048,06/07/2017 12:00:00 AM,2701 E 7TH ST,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3124305,10067892,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
267518588: 20173031044,10/30/2017 12:00:00 AM,9600 S IH 35 SVRD SB,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3099540,10031306,5,24.21,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
1089500: 2017640198,03/05/2017 12:00:00 AM,400 BLOCK E 6TH ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
153235558: 20173451413,12/11/2017 12:00:00 AM,6257 MANOR RD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3135827,10085665,1,21.07,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
459523984: 20172020976,07/21/2017 12:00:00 AM,7112 ED BLUESTEIN BLVD SVRD SB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3139035,10088006,1,21.08,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
129433865: 20171811039,06/30/2017 12:00:00 AM,1918 ROSEWOOD AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122038,10071663,1,8.04,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
158531956: 20171161509,04/26/2017 12:00:00 AM,1135 AIRPORT BLVD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3128959,10071635,1,21.11,TRAVIS COUNTY,"78721(30.270568, -97.683892)"
77398454: 20172801803,10/08/2017 12:00:00 AM,9300 S IH 35 SVRD SB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3100423,10033116,5,24.21,TRAVIS COUNTY,"78748(30.166107, -97.825259)"
373555581: 2017680363,03/09/2017 12:00:00 AM,1500 E PARMER LN,M,B,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3142154,10115695,7,18.39,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459426114: 20171761435,06/25/2017 12:00:00 AM,111 W WILLIAM CANNON DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3103350,10043107,2,24.22,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459072726: 20172661539,09/24/2017 12:00:00 AM,5700 BLOCK CHESTERFIELD AVE,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3120352,10090951,4,15.03,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
269615457: 20171000139,04/10/2017 12:00:00 AM,4501 GUADALUPE ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117138,10086407,9,3.05,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
208208321: 20176900153,05/03/2017 12:00:00 AM,9414 N LAMAR BLVD,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3127650,10106327,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459491714: 201721625,01/02/2017 12:00:00 AM,500 E 7TH ST,M,B,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
378733113: 20172800874,10/07/2017 12:00:00 AM,5201 AIRPORT BLVD,F,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3122800,10087345,9,3.04,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
174196850: 2017962031,04/06/2017 12:00:00 AM,9400 MOUNTAIN QUAIL RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3123559,10107908,4,18.2,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
162070866: 20173300109,11/26/2017 12:00:00 AM,7900 RESEARCH BLVD SVRD NB,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3123057,10100453,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459553546: 20171600256,06/09/2017 12:00:00 AM,4509 E ST ELMO RD,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116164,10048033,2,24.13,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
214303522: 20173540046,12/20/2017 12:00:00 AM,6702 N LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3120587,10095272,7,15.05,TRAVIS COUNTY,"78757(30.349869, -97.732706)"
459612581: 20173300102,11/26/2017 12:00:00 AM,400 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
384500004: 20172190608,08/07/2017 12:00:00 AM,715 E 8TH ST,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116884,10070627,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459140014: 20173570154,12/23/2017 12:00:00 AM,408 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115586,10070497,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
1311058: 20172380479,08/26/2017 12:00:00 AM,6607 GUADALUPE ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121685,10094380,4,15.03,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459356338: 20173091678,11/05/2017 12:00:00 AM,1919 S PLEASANT VALLEY RD,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3121139,10058528,3,23.18,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
156831967: 20171711029,06/20/2017 12:00:00 AM,2100 BURTON DR,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3117802,10057872,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
288950097: 20172821405,10/09/2017 12:00:00 AM,9414 N LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3127650,10106327,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459494993: 20171270200,05/07/2017 12:00:00 AM,E 5TH ST / TRINITY ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115315,10070073,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
64225552: 20171501496,05/30/2017 12:00:00 AM,1204 BRADBURY LN,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3141925,10118800,7,18.39,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459604809: 20173051784,11/01/2017 12:00:00 AM,7600 BLOCK MESA DR,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3107400,10106114,10,17.05,TRAVIS COUNTY,"78731(30.345658, -97.765626)"
459341704: 20171180207,04/28/2017 12:00:00 AM,9200 NORTH PLZ,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131540,10102640,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
219265597: 20172751033,10/02/2017 12:00:00 AM,2100 MONTOPOLIS DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3126793,10054821,3,23.14,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459601616: 20172961400,10/23/2017 12:00:00 AM,13579 LYNDHURST ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3098658,10146980,6,203.11,WILLIAMSON COUNTY,"78717(30.492639, -97.765813)"
17244980: 2017871607,03/28/2017 12:00:00 AM,500 E 7TH ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115951,10070759,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459026095: 20172280200,08/16/2017 12:00:00 AM,5606 APPLE ORCHARD LN,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119573,10045462,2,24.31,TRAVIS COUNTY,"78744(30.186349, -97.738673)"
174850715: 20172091874,07/28/2017 12:00:00 AM,6234 HILLSTON DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3094498,10049367,5,17.13,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
458922140: 20171560848,06/05/2017 12:00:00 AM,201 E RUNDBERG LN,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3129233,10104680,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459477254: 2017101029,01/10/2017 12:00:00 AM,820 E ANDERSON LN EB,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3127386,10096783,4,18.04,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
181735170: 2017731623,03/14/2017 12:00:00 AM,1201 BARBARA JORDAN BLVD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124601,10084923,9,3.06,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
458946104: 2017760164,03/17/2017 12:00:00 AM,E 6TH ST / BRAZOS ST,M,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3114741,10070624,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459611972: 20173270119,11/23/2017 12:00:00 AM,400 E 6TH ST,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
185339250: 2017930196,04/03/2017 12:00:00 AM,3150 S FM 973 RD,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3147514,10048367,2,23.1,TRAVIS COUNTY,"78617(30.157123, -97.611102)"
459597990: 20172860149,10/13/2017 12:00:00 AM,E 6TH ST / TRINITY ST,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
368575050: 20172030368,07/22/2017 12:00:00 AM,1845 BURTON DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3118736,10058620,3,23.15,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
17374006: 20172811124,10/08/2017 12:00:00 AM,889 WILKS AVE,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127198,10094612,4,18.12,TRAVIS COUNTY,"78752(30.332223, -97.703051)"
459562005: 20171840713,07/03/2017 12:00:00 AM,8222 N LAMAR BLVD,F,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124293,10101385,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
187111432: 20171100058,04/20/2017 12:00:00 AM,2400 WICKERSHAM LN,M,H,PREPARATORY RESISTANCE,COMPLAINT OF INJURY/PAIN,3120814,10056202,3,23.14,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
208209130: 2017781254,03/19/2017 12:00:00 AM,2301 DURWOOD ST,M,H,empty hand defensive resistance,MINOR INJURY,3109883,10061111,9,13.05,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
459537582: 20173601244,12/26/2017 12:00:00 AM,615 RED RIVER ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116253,10070465,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
458766493: 20171320183,05/12/2017 12:00:00 AM,S LAMAR BLVD / W MARY ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3106692,10063790,5,13.04,TRAVIS COUNTY,"78704(30.243217, -97.76448)"
458966538: 20171871173,07/06/2017 12:00:00 AM,E 51ST ST / AIRPORT BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122603,10086955,9,3.04,TRAVIS COUNTY,"78751(30.310564, -97.722213)"
32181883: 20173290947,11/25/2017 12:00:00 AM,8300 N IH 35 SVRD SB,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128202,10099438,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
219239547: 2017231500,01/23/2017 12:00:00 AM,12900 N IH 35 SVRD SB,F,H,empty hand active aggression,COMPLAINT OF INJURY/PAIN,3134231,10124160,7,18.48,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
184615400: 20173011154,10/28/2017 12:00:00 AM,CLUBVIEW AVE / E RIVERSIDE DR,F,H,DEFENSIVE RESISTANCE,MINOR INJURY,3126217,10055811,3,23.14,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
167528593: 20175004269,02/02/2017 12:00:00 AM,910 GULLETT ST,M,H,evading/fleeing motor vehicle,COMPLAINT OF INJURY/PAIN,3129485,10068059,3,21.11,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
208214854: 20171921935,07/12/2017 12:00:00 AM,4600 ELMONT DR,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3122852,10060647,3,23.17,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
189269048: 20172211125,08/09/2017 12:00:00 AM,8600 BLOCK N LAMAR BLVD,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125710,10102520,4,18.05,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
225774322: 20172591624,09/16/2017 12:00:00 AM,11500 ROCK ROSE AVE,M,A,AGGRESSIVE RESISTANCE,MINOR INJURY,3119460,10119310,7,18.49,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
459469825: 20173290056,11/25/2017 12:00:00 AM,400 BLOCK E 6TH ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
321655339: 20172631329,09/20/2017 12:00:00 AM,8912 N LAMAR BLVD,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3127054,10103954,4,18.19,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
458958106: 20171080403,04/18/2017 12:00:00 AM,600 BLOCK NECHES ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115785,10070494,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
291049476: 2017132044,01/13/2017 12:00:00 AM,11416 N FM 620 RD,M,B,empty hand defensive resistance,MINOR INJURY,3085763,10137634,6,17.65,TRAVIS COUNTY,"78726(30.431233, -97.838431)"
1145810: 20173300133,11/26/2017 12:00:00 AM,208 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114946,10070661,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459227882: 2017721036,03/13/2017 12:00:00 AM,9106 N IH 35 SVRD SB,M,W,mixed,MINOR INJURY,3130051,10103285,4,18.06,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459600181: 20172920762,10/19/2017 12:00:00 AM,11210 FM 2222 RD,M,W,PASSIVE RESISTANCE,,3079233,10117950,6,17.14,TRAVIS COUNTY,"78726(30.431233, -97.838431)"
1148127: 20173650114,12/31/2017 12:00:00 AM,300 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459354357: 2017831654,03/24/2017 12:00:00 AM,706 W 26TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113402,10079038,9,6.03,TRAVIS COUNTY,"78705(30.292467, -97.737978)"
459376107: 20173321208,11/28/2017 12:00:00 AM,2606 WHELESS LN,F,W,DEADLY RESISTANCE,MINOR INJURY,3133582,10086395,1,21.12,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
384502364: 20171830560,07/02/2017 12:00:00 AM,2209 ROSEWOOD AVE,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3122801,10071625,1,8.04,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
183566801: 20172490012,09/06/2017 12:00:00 AM,700 NECHES ST,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115843,10070697,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459575374: 20172181268,08/06/2017 12:00:00 AM,1710 W 10TH ST,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3108007,10075135,9,12,TRAVIS COUNTY,"78703(30.291285, -97.763975)"
459338743: 20172341742,08/22/2017 12:00:00 AM,6000 JOHNNY MORRIS RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3142464,10080521,1,22.08,TRAVIS COUNTY,"78724(30.295025, -97.622435)"
459600647: 20172930044,10/20/2017 12:00:00 AM,9200 NORTH PLZ,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3131540,10102640,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
458835960: 20171081523,04/18/2017 12:00:00 AM,400 BLOCK E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459077085: 2017131781,01/13/2017 12:00:00 AM,1070 MEARNS MEADOW BLVD,M,H,empty hand defensive resistance,MINOR INJURY,3127076,10107949,4,18.22,TRAVIS COUNTY,"78758(30.384311, -97.706726)"
1090181: 2017700209,03/11/2017 12:00:00 AM,E 6TH ST / NECHES ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115761,10070320,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
203817329: 20173421725,12/08/2017 12:00:00 AM,901 TRINITY ST,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3115947,10071597,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
1136941: 20172600208,09/17/2017 12:00:00 AM,311 E 6TH ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115195,10070412,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
153224823: 2017132124,01/13/2017 12:00:00 AM,1506 E 4TH ST,M,H,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3119111,10068474,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
61997348: 20172800024,10/07/2017 12:00:00 AM,1311 WILLOW ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3118002,10067299,3,10,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459445222: 2017881045,03/29/2017 12:00:00 AM,600 E WILLIAM CANNON DR,F,W,empty hand defensive resistance,NO COMPLAINT OF INJURY/PAIN,3105393,10042916,2,24.02,TRAVIS COUNTY,"78745(30.206782, -97.798214)"
459260526: 2017371918,02/06/2017 12:00:00 AM,12330 N IH 35 SVRD SB,M,W,empty hand defensive resistance,MINOR INJURY,3134503,10119629,7,18.26,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
186785504: 2017720078,03/13/2017 12:00:00 AM,200 W 4TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113639,10070272,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
134349442: 20173381549,12/04/2017 12:00:00 AM,1804 E 3RD ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120146,10067723,3,9.02,TRAVIS COUNTY,"78702(30.264271, -97.71608)"
459598229: 20172860149,10/13/2017 12:00:00 AM,E 6TH ST / TRINITY ST,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
165120816: 20173060860,11/02/2017 12:00:00 AM,4105 LULLWOOD RD,M,H,DEADLY RESISTANCE,SERIOUS INJURY,3123617,10081430,9,3.07,TRAVIS COUNTY,"78722(30.290465, -97.715708)"
459600570: 20172930044,10/20/2017 12:00:00 AM,9200 NORTH PLZ,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3131540,10102640,4,18.13,TRAVIS COUNTY,"78753(30.378511, -97.675352)"
459581696: 20172370117,08/25/2017 12:00:00 AM,400 E 6TH ST,F,B,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459596132: 20172810192,10/08/2017 12:00:00 AM,400 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459619661: 20173510074,12/17/2017 12:00:00 AM,505 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115836,10070204,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
367788664: 20172721748,09/29/2017 12:00:00 AM,7112 ED BLUESTEIN BLVD SVRD SB,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3139035,10088006,1,21.08,TRAVIS COUNTY,"78723(30.30723, -97.686715)"
1130261: 20172180097,08/06/2017 12:00:00 AM,300 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
1084941: 201720101,01/02/2017 12:00:00 AM,408 E 6TH ST,,,empty hand active aggression,NO COMPLAINT OF INJURY/PAIN,3115586,10070497,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
459512596: 2017622061,03/03/2017 12:00:00 AM,1300 CROSSING PL,M,B,empty hand defensive resistance,MINOR INJURY,3123924,10059981,3,23.17,TRAVIS COUNTY,"78741(30.227985, -97.716971)"
459532056: 20171050197,04/15/2017 12:00:00 AM,300 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3115154,10070604,9,11,TRAVIS COUNTY,"78701(30.271191, -97.741791)"
