Master Subject ID,Date Occurred,LOCATION,Subject Sex,APD Race,Subject Resistance,Subject Effects,X_COORDINATE,Y_COORDINATE,Council District,ZIP,CENSUS_TRACT,County
459002684: 20183510081,12/17/2018 12:00:00 AM,401 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115439,10070324,9,78701,-,TRAVIS COUNTY
180814405: 20183511190,12/17/2018 12:00:00 AM,1144 AIRPORT BLVD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128398,10072590,3,78702,-,TRAVIS COUNTY
291374739: 20183510081,12/17/2018 12:00:00 AM,401 E 6TH ST,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3115439,10070324,9,78701,-,TRAVIS COUNTY
458877149: 20183500592,12/16/2018 12:00:00 AM,834 E RUNDBERG LN,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3131501,10103712,4,78753,-,TRAVIS COUNTY
302385162: 20183501538,12/16/2018 12:00:00 AM,1203 RADCLIFF DR,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3129348,10093066,4,78752,-,TRAVIS COUNTY
459185302: 20183501538,12/16/2018 12:00:00 AM,1203 RADCLIFF DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129348,10093066,4,78752,-,TRAVIS COUNTY
459439552: 20183501234,12/16/2018 12:00:00 AM,2701 E 7TH ST,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3124305,10067892,3,78702,-,TRAVIS COUNTY
182192852: 20183501159,12/16/2018 12:00:00 AM,88 CONGRESS AVE,M,W,DEFENSIVE RESISTANCE,MINOR INJURY,3113617,10068489,9,78701,11,TRAVIS COUNTY
218890756: 20183500524,12/16/2018 12:00:00 AM,3909 N IH 35 SVRD NB,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3122010,10081176,9,78722,-,TRAVIS COUNTY
459582321: 20183501555,12/16/2018 12:00:00 AM,11700 QUINTANA CV,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3063590,10038671,8,78739,17.75,TRAVIS COUNTY
459751657: 20183501763,12/16/2018 12:00:00 AM,2005 WILLOW CREEK DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119100,10057764,3,78741,23.16,TRAVIS COUNTY
153179476: 20183501724,12/16/2018 12:00:00 AM,11410 MANCHACA RD,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3086541,10028691,5,78748,-,TRAVIS COUNTY
373752719: 20183501505,12/16/2018 12:00:00 AM,201 W BEN WHITE BLVD SVRD EB,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3107731,10054028,3,78745,-,TRAVIS COUNTY
459242986: 20183501538,12/16/2018 12:00:00 AM,1203 RADCLIFF DR,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3129348,10093066,4,78752,-,TRAVIS COUNTY
309461336: 20183491414,12/15/2018 12:00:00 AM,11313 JAMES HALLER DR,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3088549,10028132,5,78748,-,TRAVIS COUNTY
459253613: 20183491069,12/15/2018 12:00:00 AM,2600 E 7TH ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3123938,10068400,3,78702,9.02,TRAVIS COUNTY
459227993: 20183491725,12/15/2018 12:00:00 AM,729 E SLAUGHTER LN,M,W,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3104383,10031331,5,78744,-,TRAVIS COUNTY
459541153: 20183491820,12/15/2018 12:00:00 AM,E 6TH ST / CHALMERS AVE,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120145,10068816,3,78702,9.02,TRAVIS COUNTY
202375499: 20183490245,12/15/2018 12:00:00 AM,1900 CLEESE DR,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115524,10055543,3,78741,23.07,TRAVIS COUNTY
9371926: 20183491467,12/15/2018 12:00:00 AM,1009 SOUTH CENTER ST,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3105002,10057393,3,78704,-,TRAVIS COUNTY
165093757: 20183491370,12/15/2018 12:00:00 AM,11900 HOBBY HORSE CT,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3122323,10120703,7,78758,-,TRAVIS COUNTY
252972574: 20183490283,12/15/2018 12:00:00 AM,501 E STASSNEY LN,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3105694,10046463,3,78745,-,TRAVIS COUNTY
458823586: 20183491336,12/15/2018 12:00:00 AM,E RUNDBERG LN / NORTH PLZ,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3132004,10103146,4,78753,-,TRAVIS COUNTY
28705196: 20183481890,12/15/2018 12:00:00 AM,3400 S CONGRESS AVE,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109014,10056631,3,78704,-,TRAVIS COUNTY
177144930: 20183491854,12/15/2018 12:00:00 AM,E RIVERSIDE DR / S PLEASANT VALLEY RD,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120913,10058556,3,78741,-,TRAVIS COUNTY
459710045: 20183491387,12/15/2018 12:00:00 AM,1401 MEDICAL CENTER PKWY,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,-,-,,-,-,
168304397: 20183481200,12/14/2018 12:00:00 AM,5300 S IH 35 SVRD SB,F,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3109072,10046880,3,78745,24.03,TRAVIS COUNTY
458902463: 20183481121,12/14/2018 12:00:00 AM,12221 N MOPAC EXPY SVRD NB,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3124635,10124175,7,78758,18.5,TRAVIS COUNTY
17244684: 20183481433,12/14/2018 12:00:00 AM,1200 BARBARA JORDAN BLVD,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3124570,10085297,9,78723,-,TRAVIS COUNTY
458766493: 20183480108,12/14/2018 12:00:00 AM,2309 PERRY AVE,M,W,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3107481,10062165,9,78704,-,TRAVIS COUNTY
337511161: 20183480514,12/14/2018 12:00:00 AM,719 E 6TH ST,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116650,10069971,9,78701,-,TRAVIS COUNTY
459064340: 20183481167,12/14/2018 12:00:00 AM,6706 CANAL ST,M,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3129054,10056267,3,78741,-,TRAVIS COUNTY
459555911: 20183470050,12/13/2018 12:00:00 AM,7000 TRENDAL LN,M,H,DEADLY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109136,10038985,2,78744,24.27,TRAVIS COUNTY
459585241: 20183470050,12/13/2018 12:00:00 AM,7000 TRENDAL LN,M,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3109136,10038985,2,78744,24.27,TRAVIS COUNTY
187109095: 20183470499,12/13/2018 12:00:00 AM,8130 N LAMAR BLVD SB,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3123848,10101039,4,78758,-,TRAVIS COUNTY
459342794: 20183470806,12/13/2018 12:00:00 AM,12989 N US 183 HWY SVRD NB,M,W,AGGRESSIVE RESISTANCE,UNKNOWN,3102417,10132355,6,78729,-,WILLIAMSON COUNTY
312804002: 20183471456,12/13/2018 12:00:00 AM,704 S LAMAR BLVD,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109043,10067092,5,78704,13.03,TRAVIS COUNTY
337511161: 20183471269,12/13/2018 12:00:00 AM,601 N IH 35 SVRD NB,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117100,10069985,3,78702,-,TRAVIS COUNTY
459750940: 20183461081,12/12/2018 12:00:00 AM,12201 RENFERT WAY,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3125120,10122514,7,78758,18.5,TRAVIS COUNTY
459538906: 20183460045,12/12/2018 12:00:00 AM,8552 N LAMAR BLVD,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3125171,10102580,4,78758,-,TRAVIS COUNTY
458853723: 20183460882,12/12/2018 12:00:00 AM,8004 GAULT ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3121622,10101647,7,78757,18.18,TRAVIS COUNTY
459545592: 20183461435,12/12/2018 12:00:00 AM,2021 E RIVERSIDE DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119337,10060661,3,78741,-,TRAVIS COUNTY
170143033: 20183461144,12/12/2018 12:00:00 AM,8610 N LAMAR BLVD,M,W,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125923,10102708,4,78758,-,TRAVIS COUNTY
459750254: 20183460054,12/12/2018 12:00:00 AM,111 CONGRESS AVE,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3114083,10069174,9,78701,-,TRAVIS COUNTY
135070143: 20183461116,12/12/2018 12:00:00 AM,1034 CLAYTON LN,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3126341,10089763,1,78723,-,TRAVIS COUNTY
459705897: 20183450773,12/11/2018 12:00:00 AM,8519 CAHILL DR,F,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3102801,10134604,6,78729,204.1,WILLIAMSON COUNTY
365692196: 20183451545,12/11/2018 12:00:00 AM,1404 COOL SHADOW DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3138257,10055085,2,78617,23.1,TRAVIS COUNTY
182321695: 20183450631,12/11/2018 12:00:00 AM,1201 W 38TH ST,F,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3113183,10084130,10,78705,-,TRAVIS COUNTY
459418427: 20183450508,12/11/2018 12:00:00 AM,600 CONGRESS AVE,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3114211,10070908,9,78701,-,TRAVIS COUNTY
182191153: 20183451746,12/11/2018 12:00:00 AM,9400 E US 290 HWY EB,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3147411,10094029,1,78724,-,TRAVIS COUNTY
459184458: 20183451259,12/11/2018 12:00:00 AM,8505 SHOAL CREEK BLVD,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115178,10107897,7,78757,18.17,TRAVIS COUNTY
291374715: 20183441158,12/10/2018 12:00:00 AM,5717 S IH 35 NB,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3107924,10044774,2,78744,-,TRAVIS COUNTY
5053983: 20183441180,12/10/2018 12:00:00 AM,1900 E OLTORF ST,F,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117101,10057503,3,78741,-,TRAVIS COUNTY
32375589: 20183441595,12/10/2018 12:00:00 AM,700 RED RIVER ST,M,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3116193,10070596,9,78701,-,TRAVIS COUNTY
459731849: 20183441180,12/10/2018 12:00:00 AM,1900 E OLTORF ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117101,10057503,3,78741,-,TRAVIS COUNTY
170068066: 20183431137,12/09/2018 12:00:00 AM,10205 N LAMAR BLVD,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3129642,10108927,4,78753,-,TRAVIS COUNTY
32375468: 20183431375,12/09/2018 12:00:00 AM,1400 MEARNS MEADOW BLVD,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3125644,10109603,4,78758,18.21,TRAVIS COUNTY
1189689: 20183430059,12/09/2018 12:00:00 AM,6TH AND TRINITY,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,-,-,,-,-,
459749052: 20183430126,12/09/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
425788895: 20183430367,12/09/2018 12:00:00 AM,1100 N IH 35 SVRD SB,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3117252,10071847,1,78701,-,TRAVIS COUNTY
459749035: 20183430110,12/09/2018 12:00:00 AM,400 BLOCK E 6TH ST,F,H,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459749037: 20183430073,12/09/2018 12:00:00 AM,400 E 6TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459749053: 20183430170,12/09/2018 12:00:00 AM,711 1/2 RED RIVER ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116288,10070750,9,78701,11,TRAVIS COUNTY
459749047: 20183430126,12/09/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
459406430: 20183431420,12/09/2018 12:00:00 AM,5621 N IH 35 SVRD NB,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3125467,10088596,4,78723,-,TRAVIS COUNTY
459749057: 20183430126,12/09/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
118891627: 20183430266,12/09/2018 12:00:00 AM,2304 LAKE AUSTIN BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3105135,10074182,10,78703,-,TRAVIS COUNTY
1189690: 20183430059,12/09/2018 12:00:00 AM,6TH AND TRINITY,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,-,-,,-,-,
459750546: 20183431700,12/09/2018 12:00:00 AM,11500 ROCK ROSE AVE,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119460,10119310,7,78758,-,TRAVIS COUNTY
458791726: 20183430025,12/09/2018 12:00:00 AM,N LAMAR BLVD / W LONGSPUR BLVD,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3128673,10107213,4,78753,-,TRAVIS COUNTY
32375468: 20183431524,12/09/2018 12:00:00 AM,9912 CHUKAR BND,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125835,10110156,4,78758,18.21,TRAVIS COUNTY
459749624: 20183431402,12/09/2018 12:00:00 AM,1301 CROSSING PL,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3123895,10059508,3,78741,23.17,TRAVIS COUNTY
378012087: 20183421749,12/08/2018 12:00:00 AM,2100 PARKWAY,F,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3110290,10076970,9,78703,-,TRAVIS COUNTY
459624656: 20183421572,12/08/2018 12:00:00 AM,13201 N FM 620 RD NB,F,H,DEADLY RESISTANCE,MINOR INJURY,3096967,10143063,6,78729,-,WILLIAMSON COUNTY
459749030: 20183421527,12/08/2018 12:00:00 AM,3200 S CONGRESS AVE,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3109280,10057169,3,78704,-,TRAVIS COUNTY
167904462: 20183420068,12/08/2018 12:00:00 AM,7522 N IH 35 SVRD SB,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3125968,10096642,4,78752,-,TRAVIS COUNTY
14745899: 20183421663,12/08/2018 12:00:00 AM,E MARTIN LUTHER KING JR BLVD / AIRPORT BLVD,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3126451,10076315,1,78721,-,TRAVIS COUNTY
31916421: 20183411929,12/08/2018 12:00:00 AM,601 BARTON SPRINGS RD,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111924,10067112,9,78704,-,TRAVIS COUNTY
204157975: 20183421267,12/08/2018 12:00:00 AM,8128 N IH 35 SVRD SB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127901,10098807,4,78753,-,TRAVIS COUNTY
153166954: 20183420467,12/08/2018 12:00:00 AM,4600 BLOCK PROCK LN,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3130699,10071867,3,78721,21.11,TRAVIS COUNTY
458799490: 20183420157,12/08/2018 12:00:00 AM,E 6TH ST / TRINITY ST,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115415,10070416,9,78701,-,TRAVIS COUNTY
459748870: 20183420087,12/08/2018 12:00:00 AM,300 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115154,10070604,9,78701,-,TRAVIS COUNTY
219277867: 20183420067,12/08/2018 12:00:00 AM,400 E 6TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115491,10070521,9,78701,-,TRAVIS COUNTY
459748872: 20183411816,12/07/2018 12:00:00 AM,1202 E 29TH ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3120470,10077765,9,78722,4.01,TRAVIS COUNTY
1189404: 20183410197,12/07/2018 12:00:00 AM,1752 WOOTEN PARK DR,,,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119550,10102137,7,78757,18.18,TRAVIS COUNTY
317981022: 20183400022,12/06/2018 12:00:00 AM,7522 N IH 35 SVRD SB,M,B,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3125968,10096642,4,78752,-,TRAVIS COUNTY
458779794: 20183401295,12/06/2018 12:00:00 AM,6121 PONCA ST,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3129089,10060184,3,78741,-,TRAVIS COUNTY
459443276: 20183401158,12/06/2018 12:00:00 AM,5800 TECHNI CENTER DR,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3136581,10075175,1,78721,21.1,TRAVIS COUNTY
459310242: 20183390692,12/05/2018 12:00:00 AM,12820 N LAMAR BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3133369,10124408,7,78753,18.48,TRAVIS COUNTY
459063484: 20183391610,12/05/2018 12:00:00 AM,500 BLOCK E 7TH ST,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115951,10070759,9,78701,-,TRAVIS COUNTY
459698958: 20183390979,12/05/2018 12:00:00 AM,2410 E RIVERSIDE DR,F,H,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3120441,10059515,3,78741,-,TRAVIS COUNTY
255078821: 20183391745,12/05/2018 12:00:00 AM,5201 BERKMAN DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128247,10084459,4,78723,-,TRAVIS COUNTY
459393719: 20183391469,12/05/2018 12:00:00 AM,7200 SCENIC BROOK DR,M,H,DEFENSIVE RESISTANCE,MINOR INJURY,3069067,10058840,8,78736,-,TRAVIS COUNTY
459035410: 20183380647,12/04/2018 12:00:00 AM,10900 RESEARCH BLVD SVRD SB,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111930,10119239,10,78759,-,TRAVIS COUNTY
200737806: 20183381128,12/04/2018 12:00:00 AM,4413 MANCHACA RD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3100076,10055999,5,78745,20.02,TRAVIS COUNTY
459569661: 20183380497,12/04/2018 12:00:00 AM,8128 N IH 35 SVRD SB,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3127901,10098807,4,78753,18.04,TRAVIS COUNTY
459576656: 20183381093,12/04/2018 12:00:00 AM,4110 GUADALUPE ST,F,B,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3116330,10085201,9,78751,-,TRAVIS COUNTY
459546979: 20183380971,12/04/2018 12:00:00 AM,4600 BALCONES WOODS DR,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3113936,10121127,6,78759,17.54,TRAVIS COUNTY
65668690: 20183371575,12/03/2018 12:00:00 AM,8317 NIGHTHAWK CT,M,W,DEFENSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3124889,10101830,4,78758,-,TRAVIS COUNTY
161092661: 20183371058,12/03/2018 12:00:00 AM,200 W OLTORF ST,M,H,PREPARATORY RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3110447,10060546,9,78704,13.05,TRAVIS COUNTY
288777342: 20183371589,12/03/2018 12:00:00 AM,2500 DIAZ ST,F,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3123561,10068193,3,78702,9.02,TRAVIS COUNTY
459723175: 20183371484,12/03/2018 12:00:00 AM,1817 BITTER CREEK DR,F,H,AGGRESSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN,3107298,10040826,2,78744,24.27,TRAVIS COUNTY
459747196: 20183371589,12/03/2018 12:00:00 AM,2500 DIAZ ST,M,W,PASSIVE RESISTANCE,COMPLAINT OF INJURY/PAIN BUT NONE OBSERVED,3123561,10068193,3,78702,9.02,TRAVIS COUNTY
459282984: 20183370055,12/03/2018 12:00:00 AM,98 SAN JACINTO BLVD,M,W,AGGRESSIVE RESISTANCE,MINOR INJURY,3114512,10068668,9,78701,-,TRAVIS COUNTY
459050389: 20183371087,12/03/2018 12:00:00 AM,1500 RED RIVER ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116901,10073857,1,78701,-,TRAVIS COUNTY
459525666: 20183360178,12/02/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
459079806: 20183360178,12/02/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,M,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115084,10070527,9,78701,-,TRAVIS COUNTY
356647308: 20183361611,12/02/2018 12:00:00 AM,12221 N MOPAC EXPY SVRD NB,M,H,PASSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3124635,10124175,7,78758,-,TRAVIS COUNTY
384077671: 20183360178,12/02/2018 12:00:00 AM,E 6TH ST / SAN JACINTO BLVD,F,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115084,10070527,9,78701,-,TRAVIS COUNTY
321651063: 20183360506,12/02/2018 12:00:00 AM,12101 DESSAU RD,M,H,AGGRESSIVE RESISTANCE,MINOR INJURY,3142326,10112910,1,78754,18.34,TRAVIS COUNTY
458831701: 20183361714,12/02/2018 12:00:00 AM,4509 E ST ELMO RD,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3116164,10048033,2,78744,24.13,TRAVIS COUNTY
1188993: 20183360201,12/02/2018 12:00:00 AM,406 E 6TH ST,,,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115565,10070504,9,78701,-,TRAVIS COUNTY
15663559: 20183350028,12/01/2018 12:00:00 AM,906 COUGAR CV,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3101078,10048900,2,78745,24.1,TRAVIS COUNTY
458847165: 20183350279,12/01/2018 12:00:00 AM,605 DAVIS ST,M,W,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115514,10067884,9,78701,-,TRAVIS COUNTY
218695393: 20183350581,12/01/2018 12:00:00 AM,2300 E RIVERSIDE DR,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119995,10059932,3,78741,-,TRAVIS COUNTY
459732458: 20183350924,12/01/2018 12:00:00 AM,7303 GENEVA DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3135495,10090840,1,78723,-,TRAVIS COUNTY
99615434: 20183352055,12/01/2018 12:00:00 AM,5000 SARA DR,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,3131649,10071400,3,78721,21.1,TRAVIS COUNTY
325324329: 20183350099,12/01/2018 12:00:00 AM,5208 PEPPERTREE PKWY,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111859,10045676,2,78744,-,TRAVIS COUNTY
459746778: 20183350159,12/01/2018 12:00:00 AM,4323 S IH 35 SVRD NB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3111631,10050167,2,78744,24.11,TRAVIS COUNTY
96862506: 20183350710,12/01/2018 12:00:00 AM,2200 POST RD,M,B,DEFENSIVE RESISTANCE,MINOR INJURY,3111756,10060975,9,78704,23.08,TRAVIS COUNTY
459746361: 20183350194,12/01/2018 12:00:00 AM,316 E 6TH ST,M,B,AGGRESSIVE RESISTANCE,MINOR INJURY,3115313,10070574,9,78701,-,TRAVIS COUNTY
459746475: 20183350210,12/01/2018 12:00:00 AM,11500 ROCK ROSE AVE,F,B,AGGRESSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3119460,10119310,7,78758,-,TRAVIS COUNTY
165032467: 20183351475,12/01/2018 12:00:00 AM,9300 S IH 35 SVRD SB,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3100423,10033116,5,78748,-,TRAVIS COUNTY
459746486: 20183351881,12/01/2018 12:00:00 AM,509 E 6TH ST,M,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3115862,10070196,9,78701,11,TRAVIS COUNTY
459659984: 20183341964,11/30/2018 12:00:00 AM,AIRPORT BLVD / GOODWIN AVE,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3128997,10071111,1,78721,-,TRAVIS COUNTY
180946293: 20183341895,11/30/2018 12:00:00 AM,1908 WEST LOOP,F,B,DEFENSIVE RESISTANCE,MINOR INJURY,3121142,10108800,4,78758,18.2,TRAVIS COUNTY
219808740: 20183342068,11/30/2018 12:00:00 AM,1115 W 9TH ST,M,H,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3110373,10072979,9,78703,12,TRAVIS COUNTY
308478301: 20183341870,11/30/2018 12:00:00 AM,9720 ANDERSON VILLAGE DR,M,B,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3099289,10140984,6,78729,204.08,WILLIAMSON COUNTY
459399112: 20183331049,11/29/2018 12:00:00 AM,700 MIDDLE LN,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3130293,10103581,4,78753,-,TRAVIS COUNTY
458897529: 20183331196,11/29/2018 12:00:00 AM,4477 S LAMAR BLVD SVRD NB,F,W,DEFENSIVE RESISTANCE,NO COMPLAINT OF INJURY/PAIN,3096842,10057285,5,78745,-,TRAVIS COUNTY
